id,name,title,description,popular,recommended,primarySource
"tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-b-flat-major-op-9-no-11--26","Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in B flat major, op. 9, no. 11, ","Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in B flat major, op. 9, no. 11, ","Albinoni - Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in B flat major, op. 9, no. 11, ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-c-major-op-7-no-12--27","Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in C major, op. 7, no. 12 ","Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in C major, op. 7, no. 12 ","Albinoni - Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in C major, op. 7, no. 12 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-c-major-op-9-no-5--28","Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in C major, op. 9, no. 5 ","Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in C major, op. 9, no. 5 ","Albinoni - Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in C major, op. 9, no. 5 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-d-major-op-7-no-6--29","Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in D major, op. 7, no. 6 ","Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in D major, op. 7, no. 6 ","Albinoni - Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in D major, op. 7, no. 6 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-d-minor-op-9-no-2--30","Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in D minor, op. 9, no. 2, ","Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in D minor, op. 9, no. 2, ","Albinoni - Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in D minor, op. 9, no. 2, ",false,true,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-f-op-7-no-9--31","Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in F, op. 7, no. 9 ","Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in F, op. 7, no. 9 ","Albinoni - Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in F, op. 7, no. 9 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-oboe-2-violins-viola-cello-and-continuo-in-g-minor-op-9-no-8--32","Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in G minor, op. 9, no. 8 ","Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in G minor, op. 9, no. 8 ","Albinoni - Concerto a cinque for Oboe, 2 Violins, Viola, Cello, and Continuo in G minor, op. 9, no. 8 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-viola-cello-and-continuo-in-a-major-op-9-no-4--33","Concerto a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in A major, op. 9, no. 4, ","Concerto a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in A major, op. 9, no. 4, ","Albinoni - Concerto a cinque for Solo Violin, 2 Violins, Viola, Cello, and Continuo in A major, op. 9, no. 4, ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-1-in-b-flat-major-op-5-no-1--34","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 1 in B flat major, op. 5, no. 1 ","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 1 in B flat major, op. 5, no. 1 ","Albinoni - Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 1 in B flat major, op. 5, no. 1 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-10-in-a-major-op-5-no-10--35","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 10 in A major, op. 5, no. 10 ","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 10 in A major, op. 5, no. 10 ","Albinoni - Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 10 in A major, op. 5, no. 10 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-11-in-g-minor-op-5-no-11--36","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 11 in G minor, op. 5, no. 11 ","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 11 in G minor, op. 5, no. 11 ","Albinoni - Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 11 in G minor, op. 5, no. 11 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-12-in-c-major-op-5-no-12--37","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 12 in C major, op. 5, no. 12 ","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 12 in C major, op. 5, no. 12 ","Albinoni - Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 12 in C major, op. 5, no. 12 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-2-in-f-major-op-5-no-2--38","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 2 in F major, op. 5, no. 2 ","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 2 in F major, op. 5, no. 2 ","Albinoni - Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 2 in F major, op. 5, no. 2 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-3-in-d-major-op-5-no-3--39","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 3 in D major, op. 5, no. 3 ","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 3 in D major, op. 5, no. 3 ","Albinoni - Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 3 in D major, op. 5, no. 3 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-4-in-g-major-op-5-no-4--40","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 4 in G major, op. 5, no. 4 ","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 4 in G major, op. 5, no. 4 ","Albinoni - Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 4 in G major, op. 5, no. 4 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-5-in-a-minor-op-5-no-5--41","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 5 in A minor, op. 5, no. 5 ","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 5 in A minor, op. 5, no. 5 ","Albinoni - Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 5 in A minor, op. 5, no. 5 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-6-in-c-major-op-5-no-6--42","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 6 in C major, op. 5, no. 6 ","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 6 in C major, op. 5, no. 6 ","Albinoni - Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 6 in C major, op. 5, no. 6 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-7-in-d-minor-op-5-no-7--43","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 7 in D minor, op. 5, no. 7 ","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 7 in D minor, op. 5, no. 7 ","Albinoni - Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 7 in D minor, op. 5, no. 7 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-8-in-f-major-op-5-no-8--44","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 8 in F major, op. 5, no. 8 ","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 8 in F major, op. 5, no. 8 ","Albinoni - Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 8 in F major, op. 5, no. 8 ",false,false,openopus
"tomaso-albinoni-1671-concerto-a-cinque-for-solo-violin-2-violins-2-violas-cello-and-continuo-no-9-in-e-minor-op-5-no-9--45","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 9 in E minor, op. 5, no. 9 ","Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 9 in E minor, op. 5, no. 9 ","Albinoni - Concerto a cinque, for Solo Violin, 2 Violins, 2 Violas, Cello, and Continuo no. 9 in E minor, op. 5, no. 9 ",false,false,openopus
"tomaso-albinoni-1671-concerto-for-2-oboes-2-violins-viola-bassoon-and-2-continuos-in-g-major-op-7-no-4a--46","Concerto for 2 Oboes, 2 Violins, Viola, Bassoon, and 2 Continuos in G major, op. 7, no. 4a ","Concerto for 2 Oboes, 2 Violins, Viola, Bassoon, and 2 Continuos in G major, op. 7, no. 4a ","Albinoni - Concerto for 2 Oboes, 2 Violins, Viola, Bassoon, and 2 Continuos in G major, op. 7, no. 4a ",false,false,openopus
"tomaso-albinoni-1671-concerto-for-2-oboes-strings-and-continuo-in-c-major-op-7-no-11--47","Concerto for 2 Oboes, Strings, and Continuo in C major, op. 7, no. 11 ","Concerto for 2 Oboes, Strings, and Continuo in C major, op. 7, no. 11 ","Albinoni - Concerto for 2 Oboes, Strings, and Continuo in C major, op. 7, no. 11 ",false,false,openopus
"tomaso-albinoni-1671-concerto-for-2-violins-2-violas-cello-and-continuo-in-b-flat-major-op-2-no-6--48","Concerto for 2 Violins, 2 Violas, Cello, and Continuo in B flat major, op. 2, no. 6 ","Concerto for 2 Violins, 2 Violas, Cello, and Continuo in B flat major, op. 2, no. 6 ","Albinoni - Concerto for 2 Violins, 2 Violas, Cello, and Continuo in B flat major, op. 2, no. 6 ",false,false,openopus
"tomaso-albinoni-1671-concerto-for-strings-and-continuo-in-d-major-op-9-no-7--49","Concerto for Strings and Continuo in D major, op. 9, no. 7 ","Concerto for Strings and Continuo in D major, op. 9, no. 7 ","Albinoni - Concerto for Strings and Continuo in D major, op. 9, no. 7 ",false,false,openopus
"tomaso-albinoni-1671-concerto-for-strings-and-continuo-in-f-major-op-9-no-10--50","Concerto for Strings and Continuo in F major, op. 9, no. 10 ","Concerto for Strings and Continuo in F major, op. 9, no. 10 ","Albinoni - Concerto for Strings and Continuo in F major, op. 9, no. 10 ",false,false,openopus
"tomaso-albinoni-1671-concerto-for-trumpet-and-organ--in-f-major-op-2-no-2-51","Concerto for Trumpet and Organ  in F major, op. 2, no. 2","Concerto for Trumpet and Organ  in F major, op. 2, no. 2","Albinoni - Concerto for Trumpet and Organ  in F major, op. 2, no. 2",false,false,openopus
"tomaso-albinoni-1671-concerto-in-c-for-oboe-strings-and-continuo-no-12-52","Concerto in C for Oboe, Strings, and Continuo, no. 12","Concerto in C for Oboe, Strings, and Continuo, no. 12","Albinoni - Concerto in C for Oboe, Strings, and Continuo, no. 12",false,false,openopus
"tomaso-albinoni-1671-concerto-in-e-minor-for-2-violins-2-violas-cello-and-continuo-op-2-no-4-53","Concerto in E minor for 2 Violins, 2 Violas, Cello and Continuo, op. 2, no. 4","Concerto in E minor for 2 Violins, 2 Violas, Cello and Continuo, op. 2, no. 4","Albinoni - Concerto in E minor for 2 Violins, 2 Violas, Cello and Continuo, op. 2, no. 4",false,false,openopus
"tomaso-albinoni-1671-concerto-in-g-for-2-violins-2-violas-cello-and-continuo-op-2-no-8-54","Concerto in G for 2 Violins, 2 Violas, Cello, and Continuo, op. 2, no. 8","Concerto in G for 2 Violins, 2 Violas, Cello, and Continuo, op. 2, no. 8","Albinoni - Concerto in G for 2 Violins, 2 Violas, Cello, and Continuo, op. 2, no. 8",false,false,openopus
"tomaso-albinoni-1671-concerto-in-g-for-2-violins-viola-and-continuo-tsi8-55","Concerto in G for 2 Violins, Viola, and Continuo, T.Si8","Concerto in G for 2 Violins, Viola, and Continuo, T.Si8","Albinoni - Concerto in G for 2 Violins, Viola, and Continuo, T.Si8",false,false,openopus
"tomaso-albinoni-1671-da-larco-dun-bel-ciglio-solo-cantata-for-voice-and-continuo-in-g-minor-op-4-no-2-under-ye-gloomy-shade-56","Da l'arco d'un bel ciglio, solo cantata for voice and continuo in G minor, op. 4, no. 2, ""Under ye gloomy shade""","Da l'arco d'un bel ciglio, solo cantata for voice and continuo in G minor, op. 4, no. 2, ""Under ye gloomy shade""","Albinoni - Da l'arco d'un bel ciglio, solo cantata for voice and continuo in G minor, op. 4, no. 2, ""Under ye gloomy shade""",false,false,openopus
"tomaso-albinoni-1671-engelberta-57","Engelberta","Engelberta","Albinoni - Engelberta, Opera",false,false,openopus
"tomaso-albinoni-1671-flute-concerto-in-g-58","Flute Concerto in G","Flute Concerto in G","Albinoni - Flute Concerto in G",false,false,openopus
"tomaso-albinoni-1671-il-nome-glorioso-in-terra-serenata--59","Il Nome glorioso in terra, serenata ","Il Nome glorioso in terra, serenata ","Albinoni - Il Nome glorioso in terra, serenata , Opera",false,false,openopus
"tomaso-albinoni-1671-la-statira-60","La Statira","La Statira","Albinoni - La Statira, Opera",false,false,openopus
"tomaso-albinoni-1671-magnificat-in-g-minor-61","Magnificat in G minor","Magnificat in G minor","Albinoni - Magnificat in G minor",false,false,openopus
"tomaso-albinoni-1671-sinfonia-a-4-for-strings-62","Sinfonia a 4 for Strings","Sinfonia a 4 for Strings","Albinoni - Sinfonia a 4 for Strings",false,false,openopus
"tomaso-albinoni-1671-sinfonia-for-strings-in-g-minor-63","Sinfonia for Strings in G minor","Sinfonia for Strings in G minor","Albinoni - Sinfonia for Strings in G minor",false,false,openopus
"tomaso-albinoni-1671-sonata--64","Sonata ","Sonata ","Albinoni - Sonata ",false,false,openopus
"tomaso-albinoni-1671-sonata--65","Sonata ","Sonata ","Albinoni - Sonata ",false,false,openopus
"tomaso-albinoni-1671-sonata-a-cinque-for-violin-2-violas-and-continuo-in-b-flat-major-op-2-no-9-66","Sonata à cinque for Violin, 2 Violas, and Continuo in B flat major, op. 2, no. 9","Sonata à cinque for Violin, 2 Violas, and Continuo in B flat major, op. 2, no. 9","Albinoni - Sonata à cinque for Violin, 2 Violas, and Continuo in B flat major, op. 2, no. 9",false,false,openopus
"tomaso-albinoni-1671-sonata-a-cinque-for-violin-2-violas-and-continuo-in-c-major-op-2-no-3-67","Sonata à cinque for Violin, 2 Violas, and Continuo in C major, op. 2, no. 3","Sonata à cinque for Violin, 2 Violas, and Continuo in C major, op. 2, no. 3","Albinoni - Sonata à cinque for Violin, 2 Violas, and Continuo in C major, op. 2, no. 3",false,false,openopus
"tomaso-albinoni-1671-sonata-a-cinque-for-violin-2-violas-and-continuo-in-g-minor-op-2-no-11-68","Sonata à cinque for Violin, 2 Violas, and Continuo in G minor, op. 2, no. 11","Sonata à cinque for Violin, 2 Violas, and Continuo in G minor, op. 2, no. 11","Albinoni - Sonata à cinque for Violin, 2 Violas, and Continuo in G minor, op. 2, no. 11",false,false,openopus
"tomaso-albinoni-1671-sonata-a-sei-for-trumpet-2-violins-3-violas-and-continuo-in-c-major-tso1-69","Sonata à sei for Trumpet, 2 Violins, 3 Violas, and Continuo in C major, T.So.1","Sonata à sei for Trumpet, 2 Violins, 3 Violas, and Continuo in C major, T.So.1","Albinoni - Sonata à sei for Trumpet, 2 Violins, 3 Violas, and Continuo in C major, T.So.1",false,false,openopus
"tomaso-albinoni-1671-sonata-a5-no-4-in-c-minor-op-2-no-7-70","Sonata a5 no. 4 in C minor, op. 2, no. 7","Sonata a5 no. 4 in C minor, op. 2, no. 7","Albinoni - Sonata a5 no. 4 in C minor, op. 2, no. 7",false,false,openopus
"tomaso-albinoni-1671-sonata-a6-in-c-for-solo-trumpet-and-strings-71","Sonata à6 in C for Solo Trumpet and Strings","Sonata à6 in C for Solo Trumpet and Strings","Albinoni - Sonata à6 in C for Solo Trumpet and Strings",false,false,openopus
"tomaso-albinoni-1671-sonata-da-chiesa-in-e-minor-op-4-no-2-72","Sonata da chiesa in E minor, op. 4, no. 2","Sonata da chiesa in E minor, op. 4, no. 2","Albinoni - Sonata da chiesa in E minor, op. 4, no. 2",false,false,openopus
"tomaso-albinoni-1671-sonata-di-concerto-a-7-in-d-for-solo-trumpet-and-strings-73","Sonata di Concerto à 7 in D for Solo Trumpet and Strings","Sonata di Concerto à 7 in D for Solo Trumpet and Strings","Albinoni - Sonata di Concerto à 7 in D for Solo Trumpet and Strings",false,false,openopus
"tomaso-albinoni-1671-sonata-di-concerto-a-7-for-trumpet-2-violins-2-violas-cello-and-continuo-in-d-major-t-si-1-74","Sonata di Concerto à 7, for trumpet, 2 violins, 2 violas, cello, and continuo in D major, T. Si 1","Sonata di Concerto à 7, for trumpet, 2 violins, 2 violas, cello, and continuo in D major, T. Si 1","Albinoni - Sonata di Concerto à 7, for trumpet, 2 violins, 2 violas, cello, and continuo in D major, T. Si 1",false,false,openopus
"tomaso-albinoni-1671-sonata-per-camera-for-violin-cello-and-continuo-in-a-minor-op-6-no-6-75","Sonata per camera for Violin, Cello, and Continuo in A minor, op. 6, no. 6","Sonata per camera for Violin, Cello, and Continuo in A minor, op. 6, no. 6","Albinoni - Sonata per camera for Violin, Cello, and Continuo in A minor, op. 6, no. 6",false,false,openopus
